Query,Response,neg,neu,pos,compound
you can sew it up or use an ironon patch,tell me about this patch,0.0,1.0,0.0,0.0
tell me about this patch,the patch has glue the hot iron melts the glue so the patch sticks on,0.0,1.0,0.0,0.0
the patch has glue the hot iron melts the glue so the patch sticks on,that sounds a lot easier than sewing,0.0,1.0,0.0,0.0
that sounds a lot easier than sewing,it is but after about ten washings the glue washes off,0.0,0.641,0.359,0.4215
do you know any good jokes,i cant remember jokes,0.0,0.449,0.551,0.5994
i cant remember jokes,neither can i,0.465,0.535,0.0,-0.1877
neither can i,they go in one ear and out the other,0.0,1.0,0.0,0.0
they go in one ear and out the other,who makes up all these jokes,0.0,1.0,0.0,0.0
who makes up all these jokes,who knows but there must be a hundred new ones every day,0.0,0.714,0.286,0.25
who knows but there must be a hundred new ones every day,yes just in english alone,0.0,1.0,0.0,0.0
yes just in english alone,i wonder if every language has jokes,0.26,0.39,0.351,0.1779
i wonder if every language has jokes,of course people everywhere like good jokes,0.0,0.714,0.286,0.25
of course people everywhere like good jokes,what do you think people joke about the most,0.0,0.342,0.658,0.7712
what do you think people joke about the most,i think most jokes are about women,0.0,0.784,0.216,0.296
i think most jokes are about women,oh really i think most jokes are about men,0.0,0.686,0.314,0.3167
youre very lucky,why do you say that,0.0,0.393,0.607,0.4754
why do you say that,you speak two languages,0.0,1.0,0.0,0.0
you speak two languages,well my english isnt perfect,0.0,1.0,0.0,0.0
well my english isnt perfect,no one speaks perfect english,0.37,0.37,0.259,-0.2259
no one speaks perfect english,maybe i will be the first,0.247,0.337,0.416,0.3612
maybe i will be the first,ive been thinking about learning spanish,0.0,1.0,0.0,0.0
ive been thinking about learning spanish,spanish is easy ill be happy to teach you,0.0,1.0,0.0,0.0
spanish is easy ill be happy to teach you,how long will it take me to learn,0.0,0.515,0.485,0.765
how long will it take me to learn,i think it will only take you a year or two,0.0,1.0,0.0,0.0
i think it will only take you a year or two,how soon can we begin,0.0,1.0,0.0,0.0
how soon can we begin,ahora that means right now,0.0,1.0,0.0,0.0
do you know what today is,yes its april,0.0,1.0,0.0,0.0
yes its april,its more than just a date,0.0,0.526,0.474,0.4019
its more than just a date,is it your birthday or anniversary,0.0,1.0,0.0,0.0
is it your birthday or anniversary,no its earth day,0.0,1.0,0.0,0.0
no its earth day,whats that,0.423,0.577,0.0,-0.296
whats that,its a yearly reminder to take care of our planet,0.0,1.0,0.0,0.0
its a yearly reminder to take care of our planet,oh you mean like reuse things and recycle stuff,0.0,0.714,0.286,0.4939
oh you mean like reuse things and recycle stuff,yes we need to think green save water and stop using plastic bags,0.0,0.762,0.238,0.3612
yes we need to think green save water and stop using plastic bags,how about if i take shorter showers,0.122,0.552,0.326,0.5719
how about if i take shorter showers,thats a good idea because showers waste a lot of water,0.0,1.0,0.0,0.0
thats a good idea because showers waste a lot of water,from now on ill spend only minutes in the shower,0.22,0.551,0.228,0.0258
poetry sucks,i dont know anyone who likes it,0.714,0.286,0.0,-0.3612
i dont know anyone who likes it,some of it is okay i guess,0.0,0.641,0.359,0.4215
some of it is okay i guess,yes the poems that rhyme and are easy to remember,0.0,0.725,0.275,0.2263
yes the poems that rhyme and are easy to remember,like one two buckle my shoe,0.0,0.588,0.412,0.6808
like one two buckle my shoe,but people still write poems,0.0,0.667,0.333,0.3612
but people still write poems,no one makes any money at it,0.0,1.0,0.0,0.0
no one makes any money at it,shakespeare was a poet,0.268,0.732,0.0,-0.296
shakespeare was a poet,did he get rich from his poetry,0.0,1.0,0.0,0.0
did he get rich from his poetry,probably not,0.0,0.625,0.375,0.5574
probably not,poems are a little bit like songs,0.0,1.0,0.0,0.0
poems are a little bit like songs,yes but songs have music without music songs would suck too,0.0,0.692,0.308,0.3008
how smart are you,i dont know i think im average,0.0,0.526,0.474,0.4019
i dont know i think im average,did you ever take an iq test,0.0,1.0,0.0,0.0
did you ever take an iq test,no i never did all i know is that i got as and bs in school,0.0,1.0,0.0,0.0
no i never did all i know is that i got as and bs in school,i wish i was really smart,0.155,0.845,0.0,-0.296
i wish i was really smart,dont be ridiculous,0.0,0.26,0.74,0.6901
dont be ridiculous,what do you mean,0.0,0.487,0.513,0.2755
what do you mean,if youre going to make a wish wish that you were really rich or famous,0.0,1.0,0.0,0.0
if youre going to make a wish wish that you were really rich or famous,dont you ever wonder what its like to be supersmart,0.0,0.542,0.458,0.8516
dont you ever wonder what its like to be supersmart,it must be very lonely,0.0,0.783,0.217,0.3612
it must be very lonely,whys that,0.411,0.589,0.0,-0.4201
whys that,because if youre supersmart no one understands what youre saying,0.0,1.0,0.0,0.0
i missed the tv news last night what was on,nothing that would pass as news,0.216,0.784,0.0,-0.296
nothing that would pass as news,whats the weather going to be like this weekend,0.0,1.0,0.0,0.0
whats the weather going to be like this weekend,i dont know whenever the weather comes on i switch channels,0.0,0.762,0.238,0.3612
i dont know whenever the weather comes on i switch channels,what was the lead story on the news,0.0,1.0,0.0,0.0
what was the lead story on the news,some actress was in court for driving without a license,0.0,1.0,0.0,0.0
some actress was in court for driving without a license,what was the second story,0.0,1.0,0.0,0.0
what was the second story,some actor married a woman young enough to be his daughter,0.0,1.0,0.0,0.0
some actor married a woman young enough to be his daughter,what was the third story,0.0,1.0,0.0,0.0
what was the third story,a bull chased a man in a supermarket,0.0,1.0,0.0,0.0
a bull chased a man in a supermarket,wasnt there anything about octomom,0.0,1.0,0.0,0.0
wasnt there anything about octomom,of course shes going to hire a nanny for her eight infants,0.0,1.0,0.0,0.0
what are you going to do about your death,well mostly ill try to avoid it,0.328,0.672,0.0,-0.5994
well mostly ill try to avoid it,i mean are you going to get buried or cremated,0.237,0.538,0.226,-0.0258
i mean are you going to get buried or cremated,my wife and i will be cremated,0.0,1.0,0.0,0.0
my wife and i will be cremated,are you going to be buried next to each other,0.0,1.0,0.0,0.0
are you going to be buried next to each other,oh no our ashes will be shaken into the ocean,0.0,1.0,0.0,0.0
oh no our ashes will be shaken into the ocean,youre not going to be buried,0.304,0.696,0.0,-0.3612
youre not going to be buried,a coffin costs too much and takes up too much space,0.0,1.0,0.0,0.0
a coffin costs too much and takes up too much space,yes but it will be in a cemetery where your children can visit you,0.0,1.0,0.0,0.0
yes but it will be in a cemetery where your children can visit you,children seldom visit their parents in a cemetery,0.0,0.866,0.134,0.2144
children seldom visit their parents in a cemetery,thats true a cemetery is for dead people not living people,0.0,1.0,0.0,0.0
thats true a cemetery is for dead people not living people,we figure our kids can visit us whenever they go to the beach,0.285,0.53,0.185,-0.3612
did you wipe your feet,yes of course i wiped my feet,0.0,1.0,0.0,0.0
yes of course i wiped my feet,then why is there mud on the carpet,0.0,0.649,0.351,0.4019
then why is there mud on the carpet,i dont know its not my mud,0.0,1.0,0.0,0.0
i dont know its not my mud,well someone brought it into the house,0.0,1.0,0.0,0.0
well someone brought it into the house,look at the bottom of my shoestheyre clean,0.0,0.741,0.259,0.2732
look at the bottom of my shoestheyre clean,of course theyre clean you left all the mud on the carpet,0.0,0.722,0.278,0.4019
of course theyre clean you left all the mud on the carpet,okay ill get the vacuum cleaner,0.0,0.803,0.197,0.4019
okay ill get the vacuum cleaner,dont vacuum it now,0.0,0.526,0.474,0.3818
dont vacuum it now,dont you want me to clean up the mud,0.0,1.0,0.0,0.0
dont you want me to clean up the mud,wait till it dries it will be easier to vacuum,0.112,0.641,0.247,0.3565
wait till it dries it will be easier to vacuum,next time i will be more careful,0.0,0.763,0.237,0.4215
what are you getting for your mom,what are you talking about,0.0,1.0,0.0,0.0
what are you talking about,sunday is mothers day,0.0,1.0,0.0,0.0
sunday is mothers day,this sunday,0.0,1.0,0.0,0.0
this sunday,of course its all over the news,0.0,1.0,0.0,0.0
of course its all over the news,i thought it was next sunday,0.0,1.0,0.0,0.0
i thought it was next sunday,well youd better get her something,0.0,1.0,0.0,0.0
well youd better get her something,ill get her a nice card,0.0,0.444,0.556,0.6124
ill get her a nice card,is that it,0.0,0.588,0.412,0.4215
is that it,yes thats all i ever give her,0.0,1.0,0.0,0.0
yes thats all i ever give her,she raised you and all you ever give her is a card,0.0,0.649,0.351,0.4019
she raised you and all you ever give her is a card,its okay she knows that i love her,0.0,1.0,0.0,0.0
i dont like our flag,whats the matter with it,0.413,0.587,0.0,-0.2755
whats the matter with it,its too much like other flags,0.0,0.784,0.216,0.0258
its too much like other flags,yes a lot of flags have stripes,0.0,0.667,0.333,0.3612
yes a lot of flags have stripes,a flag should be pretty,0.0,0.649,0.351,0.4019
a flag should be pretty,what should our flag look like,0.0,0.484,0.516,0.4939
what should our flag look like,it should have a pretty woman on it,0.0,0.667,0.333,0.3612
it should have a pretty woman on it,thats ridiculous,0.0,0.652,0.348,0.4939
thats ridiculous,you dont like pretty women,0.736,0.264,0.0,-0.4199
you dont like pretty women,of course i do but not on our flag,0.612,0.388,0.0,-0.5773
of course i do but not on our flag,every nation should have a pretty woman on their flag,0.0,1.0,0.0,0.0
every nation should have a pretty woman on their flag,you cant go to war carrying a flag with a woman on it,0.0,0.714,0.286,0.4939
i had a busy morning,what did you do,0.0,1.0,0.0,0.0
what did you do,i watered all the plants,0.0,1.0,0.0,0.0
i watered all the plants,you have a lot of plants,0.0,1.0,0.0,0.0
you have a lot of plants,then i did my laundry,0.0,1.0,0.0,0.0
then i did my laundry,that takes some time,0.0,1.0,0.0,0.0
that takes some time,i took the dog for a walk,0.0,1.0,0.0,0.0
i took the dog for a walk,ill bet he enjoyed his walk,0.0,1.0,0.0,0.0
ill bet he enjoyed his walk,i vacuumed the entire house,0.0,0.602,0.398,0.5106
i vacuumed the entire house,thats a lot of work,0.0,1.0,0.0,0.0
thats a lot of work,and then i made lunch,0.0,1.0,0.0,0.0
and then i made lunch,ill bet you were hungry,0.0,1.0,0.0,0.0
i dont have long distance service with my home phone,so how do you make long distance calls,0.0,1.0,0.0,0.0
so how do you make long distance calls,i use a calling card,0.0,1.0,0.0,0.0
i use a calling card,where do you get that,0.0,1.0,0.0,0.0
where do you get that,i buy it at the dollar store,0.0,1.0,0.0,0.0
i buy it at the dollar store,how much is it,0.0,1.0,0.0,0.0
how much is it,its one dollar for minutes,0.0,1.0,0.0,0.0
its one dollar for minutes,thats only a penny a minute,0.0,1.0,0.0,0.0
thats only a penny a minute,its a great price but you have to dial a lot of numbers,0.0,1.0,0.0,0.0
its a great price but you have to dial a lot of numbers,how many,0.0,0.797,0.203,0.3716
how many,first you dial seven numbers then ten numbers then ten more numbers,0.0,1.0,0.0,0.0
first you dial seven numbers then ten numbers then ten more numbers,yikes i think ill keep my long distance service,0.0,1.0,0.0,0.0
do you go to college,yes i do,0.0,1.0,0.0,0.0
yes i do,what college do you go to,0.0,0.27,0.73,0.4019
what college do you go to,i go to pasadena city college,0.0,1.0,0.0,0.0
i go to pasadena city college,do you like it,0.0,1.0,0.0,0.0
do you like it,oh yes i really like it,0.0,0.545,0.455,0.3612
oh yes i really like it,why do you like it,0.0,0.353,0.647,0.6697
why do you like it,because it has great teachers,0.0,0.615,0.385,0.3612
because it has great teachers,what else,0.0,0.494,0.506,0.6249
what else,i like all my classmates too,0.0,1.0,0.0,0.0
i like all my classmates too,anything else,0.0,0.615,0.385,0.3612
anything else,yes its not expensive,0.0,1.0,0.0,0.0
i lost my new pen,where did you lose it,0.434,0.566,0.0,-0.3182
where did you lose it,i dont know,0.403,0.597,0.0,-0.4019
i dont know,when did you lose it,0.0,1.0,0.0,0.0
when did you lose it,i think i lost it today i used it yesterday,0.403,0.597,0.0,-0.4019
i think i lost it today i used it yesterday,did you check all your pockets,0.277,0.723,0.0,-0.3182
did you check all your pockets,i checked all my pockets,0.0,1.0,0.0,0.0
i checked all my pockets,did you look in your desk,0.0,1.0,0.0,0.0
did you look in your desk,yes it isnt there either,0.0,1.0,0.0,0.0
yes it isnt there either,its probably around somewhere,0.0,0.597,0.403,0.4019
its probably around somewhere,oh well it only cost me a dollar,0.0,1.0,0.0,0.0
oh well it only cost me a dollar,only a dollar dont even look for it,0.0,0.741,0.259,0.2732
gravity is very important,what is gravity,0.0,0.589,0.411,0.2716
what is gravity,its the force that pulls everything down,0.0,1.0,0.0,0.0
its the force that pulls everything down,i dont understand,0.0,1.0,0.0,0.0
i dont understand,if you pour water into a glass the water goes down into the glass,0.0,1.0,0.0,0.0
if you pour water into a glass the water goes down into the glass,of course it does,0.0,1.0,0.0,0.0
of course it does,without gravity the water would go up,0.0,1.0,0.0,0.0
without gravity the water would go up,youre joking,0.0,1.0,0.0,0.0
youre joking,without gravity you would go up,0.0,0.345,0.655,0.2263
without gravity you would go up,what do you mean,0.0,1.0,0.0,0.0
what do you mean,you would float into the sky like a balloon,0.0,1.0,0.0,0.0
you would float into the sky like a balloon,that would be fun,0.0,0.737,0.263,0.3612
i cant read my book,turn on the light,0.0,1.0,0.0,0.0
turn on the light,the light is on,0.0,1.0,0.0,0.0
the light is on,open the book,0.0,1.0,0.0,0.0
open the book,the book is open,0.0,1.0,0.0,0.0
the book is open,see an eye doctor,0.0,1.0,0.0,0.0
see an eye doctor,thats what i need to do,0.0,1.0,0.0,0.0
thats what i need to do,hell give you a prescription for glasses,0.0,1.0,0.0,0.0
hell give you a prescription for glasses,ill make an appointment tomorrow,0.0,1.0,0.0,0.0
